UID,X,Y,name_first,name_second,introduction,difficulty,completionTime,length,difficulty_level_1,difficulty_level_1,course_style,duration_nights,duration_up_to_time,distance
362,168.7105887,-45.32653362,Shirt Tail Track,,A track climbing through beech forest following the Shirt Tail Stream in Kingston.,Advanced,1 - 1.5 hr,905.26,4,1,one_way,0,1.5,905.26 meter
363,175.7820179,-37.49900904,Waitawheta Tramway,,"Follow an old tramline (1898 - 1928) on a relatively flat track through the spectacular Waitawheta Gorge - with interpretation panels as well, it's a great option for kids.",Intermediate,"8 hr (return), 3-4 hrs one way",8911.42,3,1,both,0,4,8.92 kilometer
364,174.9798723,-38.07268648,Te Kauri Park Circuit Walk,,Walk alongside the attractive Waikuku Stream then climb up to good views of the surrounding countryside.,Easiest,1 hr 30 min,941.32,1,1,one_way,0,1.5,941.33 meter
365,171.4388021,-42.26327373,Moonlight Pack Track,,"The Moonlight Pack Track offers the opportunity to see reminders of the gold mining history of the area, and to walk through West Coast native beech forest.",Easy,2 - 3 hr one way,6037.85,2,1,one_way,0,3,6.04 kilometer
366,176.0147802,-39.04241818,Ngapuketurua Track,,This track begins on the Kiko Loop and continues as far as the park boundary on the slopes of Mt Ngapuketurua.,Advanced,4-5 hr one way,6300.46,4,1,one_way,0,5,6.31 kilometer
367,169.1615751,-44.69207779,Mount Iron Track,,This very popular loop walk offers excellent 360-degree views – it's close to Wanaka and suitable for all ages and abilities.,Easy,1 hr 30 min,4399.69,2,1,one_way,0,1.5,4.4 kilometer
368,175.7242283,-37.42702509,Karangahake Windows Walk,,This short walk boasts beautiful scenery and spectacular mining remnants including disused gold mining tunnels - kids will love it!,Easiest,1 hr,1331.31,1,1,one_way,0,1,1.34 kilometer
369,175.7152657,-38.70936792,Waihaha and Waihora tracks,,"Explore the remote bush, cliffs and waterfalls of the Western Bays of Lake Taupo. Normally accessible only by boat, these trails take you through a variety of landscapes with fantastic lookout points. ",Easy,3 - 4 hr,11352.35,2,1,one_way,0,4,11.36 kilometer
370,170.1873921,-46.05418827,Picnic Gully track,,This family-friendly track starts near Taieri Mouth. ,Easiest,45 min,650.36,1,1,one_way,0,0.83,650.37 meter
371,175.3565523,-36.47737605,Muriwai Walk,,"Located beyond Port Jackson campsite, this stunning coastal walk leaves the Muriwai Hilltop car park and heads along a benched farm track along the ridge  towards Wharekaiatua Pa. ",Easy,2 hr,5618.76,2,1,one_way,0,2,5.62 kilometer
372,177.119788,-38.344263,Ngutuoha Nature Trail ,,An easy loop trail with interpretation panels provide a 1 hour walking experience in the Waimana Valley at the north end of Te Urewera.,Easiest,1 hr,1793.45,1,1,one_way,0,1,1.8 kilometer
373,168.3310682,-44.82408174,Glacier Burn Track,,At Glacier Burn you'll climb through beech forest to Glacier Basin. Follow the creek beyond to view the Humboldt Mountains.,Advanced,2 - 4 hr,3084.98,4,1,one_way,0,4,3.09 kilometer
374,175.8076331,-39.166611,Tree Trunk Gorge tracks,,"Walk or mountain bike through the Kaimanawa Forest Park taking in two spectacular gorges, and the characteristic beech and kamahi forest.",Advanced,1 hr 30 min,10256.44,4,1,one_way,0,1.5,10.26 kilometer
375,170.0241249,-43.48463634,Moraine Walk,,"Explore old moraine surfaces on this easy, short walk, south of Fox Glacier township.",Easiest,30 min,590.25,1,1,one_way,0,0.5,590.26 meter
376,170.6667056,-45.89318722,Sandymount Track,,Walk to Sandymount via the Chasm and Lovers Leap and get spectacular views of the coastline.,Easy,2.5 km return,4373.61,2,1,return,0,0.5,4.38 kilometer
377,175.4238619,-36.17581087,Windy Canyon and Palmer's Track to Mt Hobson (Hirakimata),,"Windy Canyon is a popular walk on Great Barrier Island, offering spectacular views. You can then continue on Palmers Track to the summit of Mt Hobson (Hirakimata).",Easy,10 min | 3 hr one way,3044.92,2,1,one_way,0,3,3.05 kilometer
378,174.5817492,-38.88475801,Mount Messenger to Whitecliffs Walkway Track,,This track climbs to the summit of Mt Messenger and then descends to the coast. ,Advanced,5 hr 30 min,5442.78,4,1,one_way,0,5.5,5.45 kilometer
379,173.7769119,-41.16881846,"Nydia Track, Marlborough Sounds",,The 27-km Nydia Track in the Sounds area of Marlborough is an easy 2-day tramp. Plan on an overnight stop at Nydia Bay. ,Advanced,9.5 hr,24559.72,4,1,one_way,0,9.5,24.56 kilometer
380,174.8639019,-41.2575768,Matiu/Somes Island Loop Track,,"A loop track around Matiu/Somes Island offers 360 degree views of Wellington harbour - with native wildlife, remnants from the world wars, historic quarantine buildings, and a lighthouse, there is plenty to keep kids interested.",Easy,40 min,2028.36,2,1,one_way,0,0.67,2.03 kilometer
381,173.5248501,-35.53866311,Taita Bridle Track,,This moderately challenging track leads into the beautiful and rugged Waima Forest.,Advanced,2 hr one way,4005.27,4,1,one_way,0,2,4.01 kilometer
382,169.8529017,-44.65842369,Manuherikia River Tracks,,These well-formed tracks lead into Oteake Conservation Park. ,Advanced,Various times around 6 hr,7410.27,4,1,one_way,0,6,7.42 kilometer
383,171.7431299,-43.19643979,Cave Stream Scenic Reserve tracks and cave walk,,Two short walks lead to the cave entrances – you can can also walk through the cave passage which meanders and twists in pitch darkness for 594 m between the two entrances.,Easiest,1 hr,813.03,1,1,one_way,0,1,813.04 meter
384,176.7261257,-38.66906846,Sanctuary Track,,The Sanctuary Track in Whirinaki Te Pua-a-Tāne Conservation Park is an easy loop track that leads through remnant podocarp forest.,Easy,1 hr,2165.98,2,1,one_way,0,1,2.17 kilometer
385,172.3893684,-42.37968543,Lewis Tops Track,,Climb to the open tops with superb views and picturesque tarns.,Advanced,1.5 hr one way,2606.86,4,1,one_way,0,1.5,2.61 kilometer
386,173.6083215,-35.23701604,Pukekohe Stream Track,,The Pukekohe Stream Track offers visitors the opportunity to view a regenerating kauri forest. A side track leads to an unusual stand of kauri and hard beech.,Advanced,2 hr 30 min,5031.79,4,1,one_way,0,2.5,5.04 kilometer
387,168.6869016,-44.81845827,Bullendale & Dynamo Hut Tracks,,Traverse rugged Skippers Creek to see New Zealand’s first industrial hydro power scheme or take the trail to the heart of Skippers’ quartz reef mining history. ,Advanced,4 - 6 hr,10723.18,4,1,one_way,0,6,10.73 kilometer
388,169.032178,-44.34282,Albert Burn Hut Track,,From the mouth of the Albert Burn follow the farmed river flats into the gorge and on to the Albert Burn Hut.,Advanced,6 - 8 hr,19457.43,4,1,one_way,0,8,19.46 kilometer
389,175.8779473,-40.18707968,No.1 Line tracks,,Enjoy the views of the Pohangina Valley from the end of No.1 Line or shorter Trig Loop Track.,Advanced,2 - 3 hr,2161.88,4,1,one_way,0,3,2.17 kilometer
390,169.193467,-44.495988,Isthmus Peak Track,,Walk or mountain bike this track to Isthmus Peak (1385 m) and cross the undulating skyline ridge.,Advanced,5 - 7 hr,19048.17,4,1,one_way,0,7,19.05 kilometer
391,172.1599408,-42.69129993,Hurunui swingbridge tracks & routes,,"Several tracks start from Hurunui swingbridge at the end of Lake Sumner Road, which is a 4WD track from Loch Katrine onwards. Vehicle access through a locked gate requires getting permission from Lakes Station.","Advanced,Expert",3 days +,47304.21,4,2,one_way,3,72,47.31 kilometer
392,168.0736692,-44.83017231,Falls Creek Route,,"A challenging tramping route from the Milford Road into the Falls Creek valley, surrounded by impressive Fiordland mountains.",Expert,"4 hr to bush edge, 6 - 8 hr to rock bivvy",3619.97,5,1,one_way,0,8,3.62 kilometer
393,171.5477155,-42.93647063,Avalanche Peak Route,,"Avalanche Peak is the only peak in Arthur's Pass that is marked by a poled route to the summit. The climb is 1,100 m vertical from the village (over just 2.5 km horizontal), and on a fine day, you will be rewarded with grand views of the surrounding peaks",Expert,6 - 8 hr,5676.32,5,1,one_way,0,8,5.68 kilometer
394,169.996176,-44.19933673,Twizel area tracks,,There is a diverse range of tracks within a short distance of Twizel. ,"Easy,Advanced",Various: 15 min - 8 hr,44392.4,2,3,one_way,0,8,44.4 kilometer
395,174.0693287,-41.20518085,Queen Charlotte Sound walking tracks,,"From a 10 minute jaunt to a swimming beach to hour long round trips, the walking tracks of Queen Charlotte Sound give you a range of options. ",Easy,10 min - 1 hr,4115.83,2,1,one_way,0,1,4.12 kilometer
396,175.9123851,-37.89255662,Rapurapu Kauri Track,,"This walking track is a beautiful cool, retreat during the summer months.",Advanced,1 hr 15 min one way,2829.04,4,1,one_way,0,1.25,2.83 kilometer
397,175.1528488,-40.85931346,Mangaone Walkway,,Mangaone Walkway follows an old bush tramway in low hill country east of Waikanae. It was historically known as Reikorangi Track.,Easy,3 hr,6844.79,2,1,one_way,0,3,6.85 kilometer
398,-176.5729084,-43.76177827,Nikau Bush Conservation Area Walk,,A short track follows a loop that takes in some peaceful forest glades in among lush regeneration beneath stately palms. ,Easy,1 hr,732.43,2,1,one_way,0,1,732.43 meter
399,170.5002927,-45.80110857,Leith Saddle Track,,This tramping track travels through the cloud forest above the Leith Saddle on Dunedin's Northern Motorway.,"Easy,Advanced",3.5 hr,2711.53,2,3,one_way,0,3.5,2.72 kilometer
400,169.6244622,-44.3781718,Birch Creek access route,,This public access route travels along Birch Creek in the Ahuriri valley. ,Expert,1 hr one way,2306.37,5,1,one_way,0,1,2.31 kilometer
401,173.9775968,-35.13133581,Taronui Bay Recreation Reserve Track,,Walking the track will take you through a mixed landscape of pasture and wooded areas to the beautiful white sands of Taronui Bay.,Easy,45 - 60 min one way,3482.19,2,1,one_way,0,1,3.49 kilometer
402,174.8270064,-38.90876074,Mount Damper to Te Rerepahupahu Falls track,,This track to Te Rerepahupahu Falls is recommended for fit and experienced trampers only. ,Advanced,7 hr 30 min - 9 hr,12034.5,4,1,one_way,0,9,12.04 kilometer
403,176.1531814,-37.97136191,Mangorewa Track,,"This track passes through a fine example of lowland forest, one of the few areas left unlogged on the Mamaku Plateau.",Expert,5 hr 30 min return,7858.16,5,1,return,0,5.5,7.86 kilometer
404,168.4982227,-45.07305085,Bob’s Cove Bridle Track,,On Bob's Cove Bridle Track you'll follow history along the original bridle track that linked Queenstown and Glenorchy.,Easy,1-2 hr,2679.4,2,1,one_way,0,2,2.68 kilometer
405,176.2077564,-39.03180196,"Boyd, Oamaru and Cascade Hut tracks",,"Combine these tracks for a multi-night tramp with lush beech forest, river crossings and wildlife. Several huts and road ends allow you to tailor a trip to suit.",Advanced,2 - 4 days,78581.51,4,1,one_way,2,48,78.59 kilometer
406,175.928506,-37.87034285,Kaimai Summit Loop Track,,"This easy, peaceful walking track lingers beside a small fresh water stream.",Advanced,20 min,379.81,4,1,one_way,0,0.33,379.81 meter
407,169.3668504,-45.29580625,Lake Roxburgh Walkway,,This historic trail follows an old bridle path that transported coal to the gold mining dredges 1890s-1930s.,"Easy,Advanced",7 hr,9380.19,2,3,one_way,0,7,9.39 kilometer
408,175.5268949,-40.55122894,Burtton's Track,,Burtton's Track (Scotts Road to Mangahao Road) lies between Palmerston North and Shannon.,Advanced,"6 hr going south, 7 hr going north",12803.33,4,1,one_way,0,7,12.81 kilometer
409,172.5947346,-41.80248528,Lake Rotoroa walking tracks,,"Waterfalls, lakeside picnics and the tree fuschia await on the walking tracks of Lake Rotoroa in Nelson Lakes National Park.",Easy,25 m - 3 hr,3581.13,2,1,one_way,0,3,3.59 kilometer
410,175.6280802,-39.29012894,Round the Mountain Track,,The Round the Mountain Track showcases the varied volcanic landscapes and alpine vegetation on the flanks of the active volcano Mount Ruapehu. It's a more remote alternative to the Tongariro Northern Circuit Great Walk.,Advanced,4 - 6 days,70247.82,4,1,one_way,5,120,70.25 kilometer
411,173.5326764,-35.60851491,Te Matua Ngahere Walk,,"View the second largest living kauri in New Zealand, Te Matua Ngahere - it's a good option for kids.",Easiest,20 min one way,1256.54,1,1,one_way,0,0.33,1.26 kilometer
412,169.43331,-44.341489,Lake Hāwea Track,,"This provides access to one of the Hāwea Conservation Park's most beautiful areas, the Hunter Valley. ",Advanced,10 - 12 hr,20736.33,4,1,one_way,0,12,20.74 kilometer
413,170.6163904,-45.73543955,Mapoutahi Track,,Walk to Mapoutahi Pā along a sandy beach in Purakaunui Bay.,Easy,45 min,207.06,2,1,one_way,0,0.83,207.07 meter
414,172.0797786,-43.24060616,Mt Oxford tracks,,Climb to the summit of Mt Oxford (1364 m) for good views of the Canterbury Plains and into Lees Valley. ,Advanced,8 hr,10767.33,4,1,one_way,0,8,10.77 kilometer
415,167.1685361,-45.47019623,Helena Falls Track,,"This tramping track in Deep Cove, Doubtful Sound leads around the cove to a stream looking up to Helena Falls.",Advanced,2 hr return ,1041.26,4,1,return,0,2,1.05 kilometer
416,169.437736,-46.5795757,Tautuku walks,,Three walks on and around the very scenic Tautuku Bay.,Easiest,15 - 30 min,1500.97,1,1,one_way,0,0.5,1.51 kilometer
417,172.2586075,-43.18310895,Mt Richardson tracks,,Climb to the summit of Mt Richardson (1047 m) for great views to the Puketeraki Range and over Lees Valley.,Advanced,4–6 hr return,15536.59,4,1,return,0,6,15.54 kilometer
418,172.3607576,-43.13593856,Pinchgut Track,,Follow the Okuku River to Pinchgut Hut.,Advanced,3 hr one way,5697.87,4,1,one_way,0,3,5.7 kilometer
419,172.7059724,-40.76966994,Washbourn Scenic Reserve Walk,,"The Washbourn Scenic Reserve is a delightful patch of forest, providing a very easy 15-minute walk.",Easy,30 min return,804.25,2,1,return,0,0.5,804.25 meter
420,171.5189652,-43.55159088,Pudding Hill Stream Route,,This route winds along Pudding Hill Stream through Mount Hutt Forest.,Expert,5–6 hr one way,7659.8,5,1,one_way,0,6,7.66 kilometer
421,175.9390126,-37.84660619,Henderson Tramline Loop Track,,"This walk follows a branch of the tramline through the bush to the North South track, and returns along a separate tramline branch back to the road.",Advanced,3 hrs 30 min,7882.28,4,1,one_way,0,3.5,7.89 kilometer
422,173.391475,-41.17332442,Cable Bay Walkway,,"Enjoy the coastal views on this walkway between Rotokura/Cable Bay and The Glen, near Nelson. Boating, sea kayaking, and snorkeling are all possible.",Easy,3 hr 30 min one way,9121.19,2,1,one_way,0,3.5,9.13 kilometer
423,173.4108992,-34.82914702,Fig Tree Track,,This track is closed until at least December 2018 due to safety hazards. ,Easy,3 hr,6032.53,2,1,one_way,0,3,6.04 kilometer
424,170.1588424,-43.4148602,Alex Knob Track,,It’s a 4-hour climb to the top of Alex Knob. The track zigzags up to Rata Lookout for a view of the Franz Josef Glacier. From there follow the marked track to the summit.,Advanced,8 hr,7570.16,4,1,one_way,0,8,7.58 kilometer
425,169.3861729,-44.13735517,Makarora Valley Track,,"Experienced trampers can walk to the 4-bunk Makarora Hut, taking in the Stewart Falls along the way.",Advanced,5-7 hr one way,10578.06,4,1,one_way,0,7,10.58 kilometer
426,175.4020129,-36.21279083,Aotea Track,,"The Aotea Track offers a range of spectacular landscapes, superb views and rich history.",Advanced,2-3 days,41684.3,4,1,one_way,2,48,41.69 kilometer
427,175.7460211,-37.41885919,Karangahake Gorge Historic Walkway,,"Situated at the base of the Coromandel Range, the Karangahake Gorge Historic Walkway follows the old railway line between Paeroa and Waihi, giving access to impressive remains from the mining and railway eras.",Easy,45 min or 4 hr return,8559.99,2,1,return,0,4,8.56 kilometer
428,176.4159266,-39.30764082,Kaweka Road walks,,From Kaweka Road you can access Makahu Saddle via Whittle Road. The saddle is a popular starting point for walks into the mountain tops.,Easiest,10 min | 2 hr,6503.69,1,1,one_way,0,2,6.51 kilometer
